Question,Answer
- 42 - 94 - 81 - 49 + 57 + 60 - 76 + 79 - 55 + 85 - 45 - 47 - 49 - 73 - 31 + 42,-319
91 - 96 + 77 - 70 + 34 - 89 - 10 + 42 - 12 + 80 + 37 + 28 + 76 + 18 + 64 + 34,304
- 74 - 38 + 47 + 85 + 65 + 31 + 90 + 75 - 83 + 83 + 55 - 50 - 21 + 31 + 17 - 90,223
14 - 14 - 86 - 34 - 74 - 48 - 83 + 44 - 21 + 18 + 73 - 21 + 96 - 33 + 31 + 19,-119
33 + 11 + 79 - 31 + 21 - 18 - 38 - 19 - 56 + 94 - 18 + 99 + 84 - 87 + 13 + 34,201
45 + 97 + 39 - 16 + 86 + 59 + 33 - 73 - 36 + 22 - 41 - 26 - 43 + 33 + 91 - 26,244
25 + 92 - 55 - 91 - 55 + 66 + 37 - 40 - 71 + 15 - 17 - 10 + 50 - 40 - 27 + 66,-55
- 74 + 74 - 37 - 99 + 90 + 45 - 23 - 64 - 12 - 35 + 59 - 72 - 83 + 31 - 96 - 47,-343
- 47 + 67 + 25 + 75 + 48 - 11 + 22 + 73 + 27 + 48 + 79 - 28 - 11 + 35 - 23 - 48,331
71 + 87 - 20 + 85 - 73 + 52 - 87 + 27 - 84 - 10 - 15 - 35 + 69 - 43 - 18 + 48,54
- 66 - 59 - 25 - 13 - 68 + 88 + 18 + 90 + 38 - 46 + 19 - 23 + 45 + 82 + 60 - 30,110
- 99 - 36 - 72 - 57 - 25 - 54 - 22 - 45 + 94 - 83 - 55 + 46 + 80 - 97 + 91 - 95,-429
- 22 - 36 + 92 - 57 + 24 + 77 - 67 + 30 - 41 + 31 + 57 - 33 - 14 - 49 - 61 + 69,0
- 71 - 27 - 44 - 58 - 48 + 89 + 34 - 88 + 18 - 36 - 73 + 24 + 25 + 45 - 31 + 71,-170
- 65 - 37 - 85 + 44 + 23 + 17 - 71 - 25 + 28 - 46 + 16 - 23 + 23 - 92 + 37 - 78,-334
91 - 70 + 10 - 56 + 65 - 21 + 63 - 86 + 22 + 74 - 40 + 13 - 76 + 10 - 86 - 31,-118
- 73 + 34 - 58 - 22 - 56 - 73 - 75 + 35 + 16 + 85 - 77 - 23 - 85 + 41 + 72 - 31,-290
39 + 43 + 96 - 60 - 56 + 56 - 72 + 74 - 75 - 36 + 16 + 74 + 23 - 46 + 67 - 76,67
36 + 62 + 44 - 88 + 49 + 26 + 31 + 23 + 70 + 21 - 92 + 38 - 34 - 61 - 24 - 21,80
- 58 - 16 - 44 - 20 - 41 - 29 + 81 - 76 - 54 + 56 - 88 + 55 + 49 + 89 + 72 - 97,-121
- 45 - 80 - 23 - 84 - 68 + 30 + 65 - 67 + 67 - 73 + 82 - 66 + 41 - 97 - 65 - 94,-477
42 + 19 - 22 + 24 - 81 + 20 + 96 + 72 - 66 - 42 - 42 - 71 + 83 + 38 + 97 + 29,196
87 + 67 + 68 - 30 + 27 - 33 - 18 - 94 - 65 - 56 + 48 - 84 - 35 + 95 + 69 - 28,18
- 98 + 91 - 11 - 76 - 97 + 34 - 28 + 64 + 97 + 30 - 32 + 34 + 20 + 20 - 25 + 68,91
73 + 99 - 85 + 75 - 17 - 11 + 45 + 23 - 91 + 52 + 74 - 67 - 91 - 50 + 30 + 11,70
62 + 15 + 35 + 52 - 46 + 88 - 34 + 54 - 59 + 58 + 10 - 71 + 69 - 77 - 71 - 92,-7
21 - 33 + 12 + 42 + 63 + 70 - 52 - 82 + 49 + 24 - 41 + 53 + 14 - 91 - 58 + 40,31
- 70 + 96 - 25 + 28 + 47 + 86 - 64 + 76 - 74 + 55 + 34 + 54 + 29 - 93 + 34 - 99,114
- 36 - 98 - 67 - 48 + 68 - 69 + 37 + 59 - 70 - 97 - 61 + 78 + 65 - 53 + 64 + 49,-179
- 87 + 52 - 96 + 16 - 44 + 97 + 89 - 22 + 97 + 11 + 11 - 29 - 78 + 72 - 53 + 21,57
40 + 11 - 90 - 29 - 88 - 46 - 54 + 59 + 47 + 36 - 29 + 23 + 82 + 25 - 51 - 82,-146
38 - 78 - 67 - 70 + 55 + 52 - 79 - 82 + 40 + 82 + 35 + 15 + 97 - 73 + 23 + 81,69
- 49 + 87 - 17 + 34 + 48 - 73 - 31 - 63 + 95 + 60 - 94 - 40 - 92 + 19 - 94 - 95,-305
- 60 + 20 - 14 - 86 - 72 - 39 - 23 - 25 + 61 - 91 + 85 + 57 + 58 - 53 + 43 - 72,-211
- 51 - 14 + 91 - 42 - 11 - 54 - 58 - 70 - 32 - 33 + 60 - 88 + 59 + 50 + 71 + 55,-67
- 42 + 30 - 28 - 64 + 52 - 88 - 50 + 77 + 87 - 32 - 21 - 75 - 75 + 76 + 59 - 40,-134
- 25 + 23 - 96 + 34 + 15 + 10 + 12 + 41 - 43 - 51 - 17 + 40 - 76 - 40 - 64 + 20,-217
- 65 + 30 - 77 + 13 + 88 + 29 + 57 + 73 + 80 + 81 - 91 + 42 - 62 + 44 - 74 + 93,261
- 84 + 69 - 27 + 95 - 47 + 58 - 24 - 78 + 20 + 35 - 88 + 94 - 54 + 87 + 69 - 11,114
26 - 47 + 78 + 13 - 57 - 37 - 40 + 95 + 34 + 69 + 82 - 54 - 84 + 57 - 24 + 14,125
- 19 - 87 + 76 - 69 - 73 + 81 - 72 + 79 + 91 - 35 + 76 + 23 - 60 + 63 - 78 + 12,8
- 50 + 49 - 25 + 98 + 28 - 53 + 68 + 81 - 71 - 31 - 85 - 88 + 43 + 48 - 80 - 75,-143
89 + 47 - 98 - 83 - 32 - 55 - 64 - 45 + 10 - 10 - 82 - 57 + 23 - 34 - 53 - 16,-460
54 + 28 + 54 - 94 - 21 + 60 + 78 + 99 - 59 + 38 - 72 - 54 - 71 - 98 - 72 - 75,-205
65 - 60 + 82 + 44 + 85 + 96 + 14 - 33 - 88 - 33 - 46 + 42 + 86 - 56 - 49 - 78,71
95 - 13 + 18 - 78 - 56 - 60 - 85 + 49 + 16 + 14 + 76 + 18 + 28 - 21 - 39 + 60,22
40 + 58 - 51 - 37 + 41 + 52 - 75 + 99 - 26 + 27 - 93 + 15 + 77 + 83 + 80 - 74,216
- 92 - 63 + 36 - 32 + 99 + 71 + 28 + 71 - 37 + 25 - 44 - 29 + 60 - 87 - 69 + 42,-21
- 89 + 36 + 86 + 55 - 90 + 68 + 96 + 47 + 26 + 88 + 60 + 14 - 71 - 49 + 32 - 66,243
- 65 + 66 + 33 - 79 + 59 - 24 + 92 + 53 - 60 - 17 + 90 - 90 - 14 + 39 + 36 + 80,199
- 50 - 10 + 41 + 62 + 31 + 73 + 69 + 72 + 14 - 78 + 51 + 13 + 79 + 76 + 93 + 62,598
44 + 87 + 20 + 15 + 98 + 22 + 38 - 54 + 41 - 81 + 23 - 67 - 36 + 67 - 56 - 53,108
- 15 - 68 + 54 + 90 + 69 - 20 + 74 - 19 + 66 - 76 - 95 - 54 + 59 - 99 + 32 - 64,-66
73 + 17 + 15 - 90 + 51 - 70 + 53 + 68 - 78 + 93 + 11 - 21 + 49 + 51 + 48 + 50,320
33 - 80 - 33 - 54 - 14 - 54 + 69 + 28 - 88 + 78 - 49 + 48 + 90 + 26 - 28 + 26,-2
99 + 85 - 15 + 26 + 23 - 85 + 61 - 50 - 22 - 27 - 65 - 31 + 82 - 61 + 66 - 82,4
25 - 36 - 81 - 61 - 32 + 51 + 43 - 26 + 16 - 25 + 46 + 40 - 39 + 22 - 37 + 13,-81
- 71 + 46 - 35 - 88 + 93 + 13 + 55 - 64 - 53 + 54 + 58 + 22 + 95 + 22 - 74 - 51,22
- 42 - 52 + 50 - 63 - 98 - 32 + 37 - 14 + 48 + 25 - 50 + 41 + 46 - 77 - 92 + 40,-233
- 34 - 51 - 60 - 12 - 44 + 91 + 19 - 44 - 76 + 31 - 55 - 18 - 29 - 63 + 78 + 68,-199
34 + 94 + 16 + 13 + 93 - 76 + 85 - 77 + 58 - 58 - 13 - 47 + 74 + 84 - 57 - 58,165
- 54 + 77 + 37 + 47 + 89 - 34 + 93 + 66 + 68 - 95 - 71 + 75 + 34 + 68 - 68 - 16,316
13 - 62 + 56 + 19 + 68 + 87 + 66 - 60 + 81 + 45 - 70 + 14 - 33 + 68 - 13 + 65,344
38 + 50 - 55 - 87 - 29 - 29 - 11 + 39 + 94 - 51 + 10 + 54 + 22 + 63 + 18 - 61,65
- 48 + 74 - 62 - 37 - 65 - 42 - 15 - 39 - 60 + 33 + 85 + 56 - 27 - 30 - 77 - 58,-312
- 87 - 95 + 82 + 33 + 24 + 28 + 30 - 39 - 21 + 49 - 39 - 64 + 33 - 12 - 92 - 42,-212
- 53 - 52 + 52 - 12 + 57 + 45 + 14 + 34 - 19 - 47 + 33 + 83 + 49 + 87 + 26 + 88,385
- 42 + 32 - 46 + 56 + 76 - 30 + 12 + 70 - 98 - 48 - 15 - 44 - 55 + 50 + 22 + 53,-7
- 36 - 45 - 73 + 30 - 13 - 50 + 98 - 22 + 93 + 25 - 14 + 36 - 70 - 45 - 81 - 19,-186
- 41 - 72 - 66 - 81 + 12 - 18 + 41 - 74 + 88 + 22 + 35 + 84 + 97 + 79 - 43 - 61,2
58 - 82 - 38 - 41 + 14 - 17 - 45 + 27 + 52 + 41 + 99 - 36 - 94 - 10 + 32 - 79,-119
- 59 - 14 - 37 - 49 - 21 + 22 - 30 - 79 + 82 - 53 - 74 + 58 + 59 + 71 - 25 + 70,-79
95 + 66 - 53 + 21 - 21 + 99 + 75 + 19 + 81 - 21 - 36 - 29 + 13 - 70 - 39 + 94,294
